mass,"(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(1, 0, 3)","(1, 0)","(2, 0, 3)","(2, 0)","(2, 1, 3)","(2, 1)"
0.0001,0.25914922656643385,0.018925660195858326,0.020726998454859053,28.966809400351156,1.4411015805363363,0.4927399471583831,2.1438963992369042,1.5310893897815063,0.5301389244475457,0.03248720482081054,0.04052556442890708,1.0274716095947671,0.5353247628822189,1.138549160356216,0.5385775307686131
0.0001018610170155,0.25914959349262956,0.01892566082581285,0.020726998445561477,28.966809922535372,1.4411015812619568,0.49273994721745173,2.143896396979142,1.531089390127537,0.5301389245111597,0.032487204805118394,0.040525532515907216,1.0274716095921286,0.5353247630739648,1.138549160353292,0.5385775309467881
0.0001037566678745,0.2591499724262992,0.018925661479378793,0.020726998443273595,28.96681046193231,1.441101582014836,0.4927399472787392,2.1438963946365623,1.5310893904865543,0.530138924577163,0.03248720478883676,0.04052549984760043,1.027471609589391,0.5353247632708108,1.1385491603502587,0.5385775311316544
0.0001056875971184,0.2591503637324548,0.01892566215744011,0.02072699843972553,28.966811019072054,1.441101582795998,0.4927399473423286,2.143896392205979,1.5310893908590455,0.5301389246456457,0.0324872047719435,0.040525466429055336,1.0274716095865506,0.5353247634728779,1.138549160347111,0.5385775313234633
0.0001076544612842,0.2591507677858437,0.01892566286091378,0.020726998442870213,28.966811594499227,1.4411015836065055,0.49273994740830657,2.143896389684086,1.5310893912455157,0.5301389247167007,0.03248720475441562,0.04052543223277043,1.0274716095836032,0.53532476368029,1.138549160343845,0.5385775315224757
0.0001096579291267,0.25915118497114215,0.01892566359075106,0.02072699845218948,28.96681218877327,1.441101584447461,0.49273994747676275,2.143896387067453,1.5310893916464894,0.5301389247904246,0.032487204736229305,0.040525397246144644,1.0274716095805454,0.535324763893173,1.1385491603404567,0.5385775317289618
0.0001116986818467,0.25915161568315,0.018925664347938763,0.020726998446313146,28.966812802468787,1.4411015853200078,0.4927399475477902,2.143896384352521,1.5310893920625104,0.5301389248669175,0.0324872047173598,0.0405253615038319,1.0274716095773726,0.5353247641116554,1.1385491603369409,0.5385775319432023
0.0001137774133221,0.25915206032698507,0.018925665133500538,0.020726998463412076,28.966813436175844,1.4411015862253327,0.49273994762148554,2.143896381535597,1.5310893924941433,0.5301389249462837,0.032487204697781456,0.04052532491161788,1.0274716095740803,0.5353247643358682,1.138549160333293,0.5385775321654885
0.0001158948303439,0.25915251931827826,0.0189256659484983,0.020726998468184918,28.966814090500293,1.441101587164667,0.4927399476979489,2.1438963786128498,1.5310893929419735,0.5301389250286308,0.03248720467746764,0.04052528752347012,1.0274716095706649,0.5353247645659446,1.1385491603295081,0.5385775323961224
0.0001180516528568,0.2591529930833685,0.018925666794033617,0.020726998467434643,28.966814766064086,1.4411015881392892,0.4927399477772843,2.1438963755803035,1.5310893934066088,0.530138925114071,0.03248720465639073,0.040525249316643565,1.0274716095671208,0.5353247648020204,1.1385491603255808,0.5385775326354173
0.0001202486142037,0.25915348205949673,0.018925667671249206,0.020726998459958165,28.966815463505625,1.4411015891505234,0.49273994785959957,2.143896372433833,1.531089393888679,0.5301389252027204,0.03248720463452205,0.040525210282798665,1.0274716095634437,0.5353247650442339,1.138549160321506,0.5385775328836988
0.000122486461375,0.2591539866950006,0.018925668581330466,0.020726998466091277,28.96681618348005,1.4411015901997466,0.4927399479450067,2.1438963691691595,1.531089394388838,0.5301389252946995,0.03248720461183187,0.04052517036077474,1.0274716095596286,0.5353247652927258,1.1385491603172786,0.5385775331413039
0.000124765955263,0.2591545074495069,0.01892566952550704,0.020726998459382796,28.966816926659593,1.4411015912883847,0.49273994803362164,2.143896365781841,1.5310893949077642,0.5301389253901335,0.03248720458828931,0.04052512959214151,1.02747160955567,0.5353247655476393,1.138549160312892,0.5385775334085827
0.0001270878709202,0.259155044794124,0.018925670505054504,0.020726998468294445,28.966817693733876,1.4411015924179185,0.49273994812556515,2.143896362267271,1.5310893954461617,0.530138925489152,0.03248720456386238,0.04052508790348365,1.0274716095515626,0.5353247658091206,1.1385491603083409,0.5385775336858986
0.0001294529978227,0.2591555992116323,0.018925671521296046,0.020726998464235598,28.966818485410272,1.441101593589885,0.49273994822096195,2.1438963586206694,1.5310893960047607,0.5301389255918895,0.03248720453851783,0.040525045341726997,1.027471609547301,0.5353247660773177,1.1385491603036184,0.5385775339736284
0.0001318621401394,0.2591561711966734,0.018925672575604242,0.020726998470192777,28.966819302414205,1.441101594805877,0.492739948319942,2.1438963548370746,1.5310893965843178,0.530138925698486,0.032487204512221216,0.040525001844394906,1.0274716095428793,0.535324766352382,1.1385491602987188,0.5385775342721629
0.0001343161170046,0.2591567612559365,0.018925673669402905,0.020726998468823324,28.96682014548948,1.4411015960675495,0.49273994842263963,2.1438963509113416,1.5310893971856199,0.5301389258090862,0.03248720448493677,0.04052495743547058,1.0274716095382914,0.5353247666344667,1.1385491602936348,0.5385775345819082
0.0001368157627967,0.2591573699083437,0.01892567480416899,0.020726998459341256,28.966821015398622,1.441101597376618,0.49273994852919456,2.14389634683813,1.5310893978094817,0.5301389259238404,0.032487204456627373,0.0405249121060417,1.0274716095335314,0.5353247669237281,1.13854916028836,0.5385775349032849
0.0001393619274224,0.2591579976852312,0.01892567598143455,0.02072699846777457,28.966821912923194,1.4411015987348625,0.49273994863975173,2.1438963426118987,1.5310893984567495,0.5301389260429049,0.03248720442725453,0.04052486577454038,1.0274716095285925,0.5353247672203251,1.1385491602828872,0.5385775352367295
0.000141955476605,0.2591586451305282,0.018925677202788815,0.02072699847053273,28.96682283886412,1.4411016001441312,0.4927399487544613,2.1438963382269,1.5310893991283003,0.5301389261664413,0.03248720439677829,0.04052481848975733,1.027471609523468,0.535324767524419,1.1385491602772089,0.5385775355826953
0.0001445972921792,0.25915931280093235,0.018925678469880296,0.02072699848630503,28.966823794041993,1.4411016016063405,0.49273994887347944,2.1438963336771693,1.531089399825045,0.5301389262946177,0.032487204365157216,0.04052477019597255,1.027471609518151,0.535324767836174,1.1385491602713171,0.5385775359416525
0.0001472882723907,0.2591600012660809,0.018925679784418996,0.02072699848841202,28.96682477929743,1.4411016031234785,0.49273994899696766,2.143896328956518,1.5310894005479276,0.5301389264276084,0.0324872043323483,0.04052472093273261,1.0274716095126344,0.5353247681557569,1.1385491602652038,0.5385775363140886
0.0001500293322019,0.25916071110871763,0.0189256811481787,0.02072699848826651,28.96682579549135,1.4411016046976097,0.4927399491250941,2.1438963240585247,1.5310894012979286,0.530138926565594,0.03248720429830691,0.04052467066468113,1.0274716095069103,0.535324768483337,1.138549160258861,0.5385775367005099
0.0001528214036025,0.25916144292485566,0.018925682562999337,0.020726998485801576,28.96682684350532,1.4411016063308746,0.49273994925803277,2.143896318976527,1.5310894020760641,0.5301389267087623,0.03248720426298678,0.040524619377242416,1.0274716095009713,0.5353247688190865,1.1385491602522801,0.538577537101441
