mass,"(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(1, 0)","(2, 0)","(2, 1)"
0.0001942174681489,2.0032563445580333e-06,3.7263129863210413e-06,8.200469911601814e-05,0.000872137968503478,0.0008462157727234763,0.0016199101765653604,0.000928602135617283,0.0008992850442129631,0.0017421545681730341,2.376228882101751e-06,0.000655487152149383,0.0006961751488535072
0.0001978318882784,2.0032553711620306e-06,3.7263199633519057e-06,8.200469916759881e-05,0.000872137966061764,0.0008462157713269194,0.0016199101945341843,0.0009286021319270525,0.0008992850489650804,0.0017421545875104293,2.3762262204032208e-06,0.0006554871488248172,0.0006961751494256206
0.0002015135733815,2.0032543425844846e-06,3.7263271718197265e-06,8.200469928456042e-05,0.0008721379634768578,0.0008462157698778992,0.001619910213129863,0.0009286021280981886,0.0008992850538724711,0.0017421546075224081,2.3762234218267697e-06,0.0006554871453645305,0.0006961751500078297
0.0002052637752709,2.00325325632152e-06,3.726334619273795e-06,8.200469928063578e-05,0.0008721379607420911,0.0008462157683744445,0.0016199102323738843,0.0009286021241254833,0.0008992850589400979,0.0017421546282321266,2.3762204804363532e-06,0.0006554871417632275,0.0006961751506001012
0.0002090837690555,2.003252109770283e-06,3.726342313504745e-06,8.200469952298562e-05,0.0008721379578505234,0.0008462157668145109,0.0016199102522889738,0.0009286021200035324,0.0008992850641730771,0.0017421546496639807,2.3762173900538327e-06,0.0006554871380153816,0.0006961751512023585
0.0002129748535745,2.003250900225462e-06,3.7263502625509664e-06,8.200469953271887e-05,0.0008721379547949323,0.0008462157651959762,0.0016199102728981065,0.0009286021157267291,0.0008992850695766832,0.001742154671842772,2.3762141442853733e-06,0.0006554871341152943,0.0006961751518145314
0.0002169383518385,2.003249624875698e-06,3.726358474707463e-06,8.20046993398494e-05,0.0008721379515678025,0.0008462157635166394,0.0016199102942253615,0.0009286021112892557,0.0008992850751563541,0.001742154694794407,2.3762107364801192e-06,0.0006554871300570325,0.0006961751524365144
0.0002209756114795,2.0032482807998807e-06,3.7263669585331253e-06,8.200469959338745e-05,0.0008721379481613156,0.0008462157617742164,0.0016199103162958333,0.0009286021066850763,0.0008992850809176957,0.0017421547185457902,2.3762071597193343e-06,0.0006554871258344293,0.0006961751530681746
0.0002250880052095,2.003246864963335e-06,3.7263757228592457e-06,8.200469954007942e-05,0.0008721379445673383,0.0008462157599663371,0.001619910339135168,0.0009286021019079275,0.0008992850868664865,0.0017421547431246394,2.3762034068567883e-06,0.000655487121441108,0.0006961751537093616
0.0002292769312865,2.0032453742138853e-06,3.7263847767977287e-06,8.200469975618623e-05,0.0008721379407774122,0.0008462157580905427,0.0016199103627698992,0.0009286020969513112,0.0008992850930086831,0.0017421547685594176,2.3761994704435833e-06,0.0006554871168704536,0.0006961751543599136
0.0002335438139906,2.0032438052777973e-06,3.726394129749753e-06,8.200469954940668e-05,0.0008721379367827401,0.0008462157561442819,0.0016199103872275484,0.000928602091808485,0.0008992850993504253,0.0017421547948798504,2.376195342782113e-06,0.0006554871121156,0.0006961751550196249
0.0002378901041078,2.0032421547555987e-06,3.726403791414891e-06,8.200469980804167e-05,0.0008721379325741754,0.0008462157541249077,0.0016199104125366626,0.0009286020864724531,0.0008992851058980418,0.001742154822116519,2.3761910158473937e-06,0.0006554871071694203,0.0006961751556882721
0.0002423172794237,2.00324041911777e-06,3.7264137717998758e-06,8.200469981052586e-05,0.0008721379281422085,0.0008462157520296733,0.0016199104387266492,0.000928602080935957,0.000899285112658055,0.0017421548503011848,2.3761864813549566e-06,0.0006554871020245312,0.0006961751563655941
0.0002468268452255,2.003238594700302e-06,3.7264240812282885e-06,8.200469998892476e-05,0.0008721379234769539,0.0008462157498557294,0.0016199104658281898,0.0009286020751914652,0.0008992851196371872,0.0017421548794667972,2.3761817306836727e-06,0.0006554870966732583,0.0006961751570512917
0.0002514203348142,2.0032366777001177e-06,3.7264347303504345e-06,8.200469972240104e-05,0.000872137918568137,0.0008462157476001187,0.0016199104938723874,0.0009286020692311637,0.0008992851268423659,0.0017421549096469252,2.3761767549190303e-06,0.0006554870911076842,0.0006961751577450626
0.0002560993100258,2.0032346641703605e-06,3.726445730153193e-06,8.200469997382143e-05,0.0008721379134050792,0.0008462157452597737,0.001619910522892222,0.0009286020630469445,0.000899285134280731,0.001742154940876908,2.3761715447785316e-06,0.0006554870853195454,0.0006961751584465321
0.0002608653617622,2.0032325500155298e-06,3.7264570919701696e-06,8.20047001323502e-05,0.0008721379079766845,0.0008462157428315112,0.0016199105529211403,0.0009286020566303949,0.0008992851419596393,0.0017421549731928363,2.376166090677522e-06,0.0006554870793003177,0.0006961751591553142
0.0002657201105324,2.003230330986479e-06,3.7264688274925966e-06,8.200470025174203e-05,0.0008721379022714243,0.0008462157403120288,0.0016199105839942048,0.0009286020499727867,0.000899285149886672,0.0017421550066324338,2.3761603826635142e-06,0.0006554870730411311,0.0006961751598709594
0.0002706652070033,2.003228002675257e-06,3.7264809487798e-06,8.200470011551763e-05,0.0008721378962773207,0.0008462157376978993,0.001619910616147368,0.0009286020430650631,0.0008992851580696406,0.0017421550412344254,2.3761544104274537e-06,0.0006554870665328096,0.0006961751605929919
0.0002757023325609,2.003225560509795e-06,3.7264934682712206e-06,8.200470025335125e-05,0.0008721378899819327,0.0008462157349855676,0.0016199106494180302,0.0009286020358978274,0.0008992851665165937,0.0017421550770389748,2.376148163266933e-06,0.0006554870597658257,0.000696175161320884
0.0002808331998823,2.0032229997484364e-06,3.726506398797065e-06,8.200470046266846e-05,0.000872137883372338,0.0008462157321713445,0.0016199106838446855,0.0009286020284613296,0.0008992851752358236,0.0017421551140875393,2.376141630110084e-06,0.0006554870527303137,0.0006961751620540646
0.0002860595535175,2.003220315474302e-06,3.726519753590594e-06,8.200470046105306e-05,0.0008721378764351164,0.0008462157292514027,0.0016199107194673106,0.0009286020207454536,0.000899285184235874,0.0017421551524231854,2.376134799487024e-06,0.0006554870454160361,0.0006961751627919
0.0002913831704832,2.0032175025894836e-06,3.726533546300573e-06,8.200470056289757e-05,0.0008721378691563325,0.0008462157262217705,0.0016199107563272018,0.000928602012739703,0.0008992851935255458,0.0017421551920903029,2.3761276595004077e-06,0.0006554870378123827,0.0006961751635337113
0.0002968058608665,2.0032145558090724e-06,3.7265477910036343e-06,8.200470044634289e-05,0.0008721378615215174,0.0008462157230783278,0.0016199107944667689,0.0009286020044331873,0.0008992852031139062,0.0017421552331345826,2.376120197842076e-06,0.0006554870299083753,0.0006961751642787749
0.0003023294684405,2.0032114696550023e-06,3.7265625022171176e-06,8.200470060360902e-05,0.0008721378535156497,0.0008462157198167989,0.0016199108339305386,0.0009286019958146065,0.0008992852130102947,0.001742155275603864,2.376112401744143e-06,0.0006554870216925906,0.0006961751650262722
0.0003079558712914,2.003208238449714e-06,3.7265776949125677e-06,8.200470092906256e-05,0.0008721378451231361,0.0008462157164327481,0.0016199108747639713,0.0009286019868722359,0.0008992852232243318,0.001742155319547086,2.3761042579991047e-06,0.000655487013153227,0.0006961751657753514
0.0003136869824566,2.0032048563096324e-06,3.7265933845293517e-06,8.20047008975267e-05,0.0008721378363277915,0.0008462157129215728,0.0016199109170143757,0.0009286019775939106,0.000899285233765926,0.0017421553650152418,2.376095752941005e-06,0.0006554870042780335,0.0006961751665250707
0.0003195247505759,2.0032013171384524e-06,3.7266095869891344e-06,8.200470102701286e-05,0.000872137827112818,0.0008462157092784976,0.0016199109607303982,0.0009286019679670087,0.0008992852446452835,0.0017421554120606005,2.3760868723948675e-06,0.0006554869950543313,0.000696175167274444
0.0003254711605531,2.0031976146202235e-06,3.72662631870959e-06,8.200470087663734e-05,0.0008721378174607839,0.0008462157054985676,0.0016199110059626485,0.0009286019579784335,0.0008992852558729149,0.0017421554607376954,2.376077601710137e-06,0.0006554869854689609,0.0006961751680223808
0.0003315282342319,2.0031937422122344e-06,3.7266435966202126e-06,8.200470119788506e-05,0.0008721378073536012,0.0008462157015766421,0.0016199110527634348,0.0009286019476145969,0.0008992852674596445,0.0017421555111026986,2.3760679256923974e-06,0.0006554869755082865,0.0006961751687677239
0.0003376980310825,2.0031896931376894e-06,3.726661438177031e-06,8.200470117604085e-05,0.0008721377967725033,0.0008462156975073869,0.0016199111011866866,0.0009286019368613994,0.000899285279416619,0.0017421555632137758,2.376057828654253e-06,0.0006554869651581889,0.0006961751695092269
0.0003439826489022,2.0031854603781684e-06,3.7266798613786347e-06,8.200470135415736e-05,0.00087213778569802,0.0008462156932852675,0.0016199111512882741,0.0009286019257042122,0.0008992852917553166,0.0017421556171309637,2.3760472943275337e-06,0.0006554869544040301,0.0006961751702455604
0.000350384224529,2.0031810366658682e-06,3.726698884782443e-06,8.200470143232383e-05,0.0008721377741099552,0.000846215688904542,0.0016199112031259628,0.0009286019141278568,0.0008992853044875559,0.0017421556729164747,2.3760363058995258e-06,0.0006554869432306438,0.0006961751709752937
0.0003569049345675,2.0031764144756195e-06,3.7267185275213825e-06,8.200470179403296e-05,0.0008721377619873598,0.0008462156843592521,0.001619911256759592,0.0009286019021165843,0.0008992853176255059,0.0017421557306346444,2.3760248459582137e-06,0.0006554869316223079,0.000696175171696896
0.0003635469961293,2.003171586016668e-06,3.7267388093207357e-06,8.200470177941311e-05,0.0008721377493085067,0.000846215679643216,0.0016199113122508492,0.0009286018896540539,0.0008992853311816945,0.0017421557903519603,2.376012896516117e-06,0.0006554869195627455,0.0006961751724087341
0.0003703126675869,2.0031665432242202e-06,3.726759750516336e-06,8.200470209381704e-05,0.0008721377360508635,0.0008462156747500202,0.0016199113696634768,0.0009286018767233111,0.0008992853451690197,0.001742155852136907,2.376000438932948e-06,0.0006554869070350958,0.0006961751731090807
0.0003772042493416,2.003161277750745e-06,3.7267813720726723e-06,8.20047020964348e-05,0.0008721377221910656,0.0008462156696730091,0.001619911429063678,0.0009286018633067638,0.0008992853596007589,0.001742155916060831,2.3759874539622497e-06,0.0006554868940218711,0.0006961751737960597
0.0003842240846055,2.003155780957019e-06,3.726803695600554e-06,8.20047020218761e-05,0.0008721377077048854,0.0008462156644052783,0.0016199114905198814,0.0009286018493861591,0.0008992853744905799,0.0017421559821973332,2.3759739216779363e-06,0.0006554868805049565,0.0006961751744676828
0.000391374560198,2.0031500439029213e-06,3.726826743377718e-06,8.200470238268913e-05,0.0008721376925672056,0.0008462156589396636,0.0016199115541024208,0.0009286018349425582,0.0008992853898525507,0.0017421560506220221,2.3759598214681183e-06,0.0006554868664656138,0.000696175175121862
0.000398658107358,2.0031440573379547e-06,3.726850538367558e-06,8.200470254872751e-05,0.0008721376767519858,0.0008462156532687314,0.0016199116198846368,0.0009286018199563105,0.0008992854057011512,0.0017421561214139227,2.375945132048974e-06,0.0006554868518843912,0.0006961751757563228
0.00040607720257,2.003137811691501e-06,3.726875104239749e-06,8.200470253538101e-05,0.0008721376602322325,0.0008462156473847693,0.0016199116879418859,0.0009286018044070271,0.0008992854220512836,0.001742156194654126,2.375929831399773e-06,0.0006554868367411708,0.0006961751763686834
0.0004136343684063,2.0031312970627942e-06,3.7269004653908974e-06,8.200470297332152e-05,0.0008721376429799665,0.000846215641279775,0.001619911758352398,0.0009286017882735528,0.0008992854389182845,0.001742156270426718,2.375913896741595e-06,0.0006554868210150929,0.0006961751769563973
0.0004213321743847,2.003124503210605e-06,3.7269266469663716e-06,8.200470308645953e-05,0.000872137624966188,0.0008462156349454459,0.0016199118311968574,0.0009286017715339376,0.0008992854563179357,0.0017421563488186499,2.375897304563655e-06,0.0006554868046845647,0.0006961751775167583
0.0004291732378422,2.0031174195426327e-06,3.726953674881572e-06,8.200470315030495e-05,0.0008721376061608426,0.0008462156283731672,0.0016199119065587377,0.0009286017541654062,0.0008992854742664771,0.0017421564299197074,2.3758800305405046e-06,0.000655486787727218,0.0006961751780468994
0.0004371602248248,2.003110035104592e-06,3.7269815758452256e-06,8.200470333083815e-05,0.0008721375865327851,0.0008462156215540007,0.0016199119845243767,0.0009286017361443277,0.000899285492780618,0.0017421565138227755,2.375862049536106e-06,0.0006554867701198831,0.000696175178543775
0.0004452958509942,2.003102338568992e-06,3.7270103773822367e-06,8.200470354842677e-05,0.0008721375660497422,0.0008462156144786723,0.0016199120651832744,0.0009286017174461829,0.0008992855118775498,0.001742156600624182,2.3758433355826472e-06,0.0006554867518385483,0.0006961751790041365
0.000453582882551,2.0030943182235907e-06,3.727040107857399e-06,8.200470350643602e-05,0.0008721375446782743,0.0008462156071375598,0.0016199121486275047,0.0009286016980455315,0.0008992855315749591,0.0017421566904230567,2.375823861854614e-06,0.0006554867328583759,0.0006961751794245682
0.0004620241371751,2.0030859619595267e-06,3.727070796500551e-06,8.200470365367679e-05,0.0008721375223837355,0.0008462155995206794,0.00161991223495264,0.0009286016779159769,0.0008992855518910402,0.0017421567833221794,2.3758036006192913e-06,0.0006554867131536185,0.0006961751798014323
0.0004706224849841,2.0030772572591107e-06,3.7271024734311773e-06,8.20047039771993e-05,0.0008721374991302325,0.0008462155916176725,0.0016199123242573122,0.0009286016570301303,0.0008992855728445088,0.0017421568794276925,2.375782523239564e-06,0.0006554866926976242,0.0006961751801308826
0.0004793808495089,2.003068191183272e-06,3.7271351696841013e-06,8.200470408117072e-05,0.0008721374748805827,0.0008462155834177913,0.0016199124166436508,0.0009286016353595738,0.0008992855944546155,0.0017421569788495643,2.375760600144649e-06,0.0006554866714627834,0.0006961751804088331
0.0004883022086877,2.003058750358651e-06,3.727168917237029e-06,8.200470437122039e-05,0.0008721374495962699,0.0008462155749098843,0.0016199125122170963,0.0009286016128748211,0.0008992856167411589,0.0017421570817011992,2.3757378007729454e-06,0.0006554866494205148,0.0006961751806309766
0.000497389595879,2.0030489209643272e-06,3.7272037490367e-06,8.200470469195068e-05,0.0008721374232373996,0.0008462155660823812,0.0016199126110867923,0.0009286015895452782,0.0008992856397245013,0.001742157188100076,2.3757140935765094e-06,0.000655486626541214,0.0006961751807927418
0.0005066461008921,2.0030386887181703e-06,3.7272396990275144e-06,8.200470507751472e-05,0.0008721373957626516,0.000846215556923277,0.0016199127133654796,0.0009286015653392006,0.0008992856634255815,0.001742157298167513,2.3756894459729907e-06,0.0006554866027942331,0.000696175180889303
0.0005160748710385,2.003028038862811e-06,3.7272768021804403e-06,8.200470527973359e-05,0.0008721373671292321,0.0008462155474201162,0.0016199128191697572,0.0009286015402236514,0.0008992856878659308,0.0017421574120290257,2.3756638243265677e-06,0.0006554865781478348,0.0006961751809155527
0.0005256791122018,2.0030169561512164e-06,3.727315094522188e-06,8.200470558641451e-05,0.0008721373372928245,0.000846215537559975,0.0016199129286202927,0.0009286015141644553,0.000899285713067687,0.0017421575298144241,2.375637193896872e-06,0.0006554865525691505,0.0006961751808660903
0.0005354620899273,2.0030054248318587e-06,3.7273546131657323e-06,8.200470589114345e-05,0.0008721373062075361,0.0008462155273294444,0.0016199130418415595,0.0009286014871261524,0.000899285739053611,0.0017421576516576745,2.3756095188293784e-06,0.0006554865260241661,0.0006961751807352247
0.0005454271305329,2.002993428633474e-06,3.727395396341403e-06,8.200470584976619e-05,0.0008721372738258471,0.000846215516714612,0.0016199131589624649,0.00092860145907195,0.0008992857658471011,0.0017421577776975529,2.3755807621186114e-06,0.0006554864984776504,0.0006961751805169287
0.0005555776222398,2.0029809507493864e-06,3.7274374834289762e-06,8.200470629839936e-05,0.0008721372400985534,0.0008462155057010423,0.001619913280116364,0.0009286014299636726,0.0008992857934722101,0.0017421579080774366,2.375550885539804e-06,0.0006554864698931213,0.000696175180204844
0.0005659170163246,2.0029679738214067e-06,3.727480914990576e-06,8.200470689927544e-05,0.0008721372049747118,0.0008462154942737586,0.001619913405440838,0.0009286013997617097,0.0008992858219536608,0.0017421580429454343,2.3755198496712332e-06,0.0006554864402328277,0.0006961751797922671
0.0005764488282925,2.0029544799232704e-06,3.727525732803987e-06,8.200470706024351e-05,0.0008721371684015796,0.0008462154824172206,0.0016199135350784117,0.0009286013684249617,0.0008992858513168629,0.0017421581824550141,2.3754876138362733e-06,0.0006554864094576669,0.0006961751792721029
0.0005871766390733,2.002940450543625e-06,3.7275719798977903e-06,8.200470737661634e-05,0.0008721371303245551,0.0008462154701153051,0.001619913669176093,0.0009286013359107843,0.00089928588158793,0.001742158326764284,2.3754541360315994e-06,0.0006554863775271797,0.0006961751786369004
0.000598104096238,2.00292586656854e-06,3.7276197005865064e-06,8.200470771023797e-05,0.0008721370906871143,0.000846215457351283,0.0016199138078862906,0.00092860130217493,0.0008992859127936962,0.0017421584760372762,2.3754193729362616e-06,0.0006554863443994531,0.0006961751778787667
0.00060923491524,2.002910708263535e-06,3.72766894050693e-06,8.20047080979164e-05,0.0008721370494307466,0.0008462154441077975,0.0016199139513661477,0.0009286012671714879,0.0008992859449617342,0.001742158630443094,2.375383279851041e-06,0.0006554863100311254,0.0006961751769894087
0.0006205728806776,2.0028949552551127e-06,3.7277197466560213e-06,8.200470837163077e-05,0.0008721370064948876,0.000846215430366839,0.0016199140997783476,0.0009286012308528213,0.000899285978120373,0.0017421587901568303,2.3753458106678854e-06,0.0006554862743772938,0.0006961751759600686
0.0006321218475812,2.0028785865117764e-06,3.727772167428645e-06,8.200470870434251e-05,0.0008721369618168496,0.0008462154161097223,0.0016199142532909543,0.0009286011931695028,0.000899286012298716,0.0017421589553593185,2.3753069178161518e-06,0.0006554862373914843,0.0006961751747815277
