mass,"(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(1, 0, 3)","(1, 0)","(2, 0, 3)","(2, 0)","(2, 1, 3)","(2, 1)"
0.0001,0.27867723999163946,0.01588436417879295,0.005374570693991836,25.172435530098287,1.8108186213575908,0.4142960262210138,2.3257194997537707,1.449515634954614,0.4358464378231601,0.03248720482081054,0.00564915060398643,1.0274716095947671,0.45163738418897487,1.138549160356216,0.4843052801432508
0.0001018610170155,0.27867510882336205,0.01588436470678435,0.005374570694185086,25.172426829550044,1.8108186216203697,0.41429602627067463,2.3257194951363758,1.4495156349360403,0.43584643787463456,0.032487204805118394,0.005649150438428058,1.0274716095921286,0.4516373845028366,1.138549160353292,0.4843052803399914
0.0001037566678745,0.27867290635602304,0.015884365254565512,0.005374570694475882,25.17241783882795,1.8108186218930207,0.41429602632220086,2.3257194903455187,1.4495156349167782,0.43584643792804245,0.03248720478883676,0.005649150268533314,1.027471609589391,0.4516373848250557,1.1385491603502587,0.4843052805441202
0.0001056875971184,0.27867063033703304,0.01588436582287731,0.005374570694763197,25.1724085488096,1.8108186221759142,0.4142960263756624,2.325719485374683,1.4495156348968024,0.43584643798345624,0.0324872047719435,0.005649150094074877,1.0274716095865506,0.45163738515583446,1.138549160347111,0.4843052807559144
0.0001076544612842,0.2786682784489563,0.01588436641248832,0.005374570695145055,25.172398950112196,1.8108186224694351,0.414296026431132,2.3257194802171077,1.449515634876087,0.43584643804095174,0.03248720475441562,0.005649149915054131,1.0274716095836032,0.4516373854953799,1.138549160343845,0.48430528097566256
0.0001096579291267,0.27866584830793695,0.015884367024195826,0.0053745706956155655,25.172389033086336,1.8108186227739826,0.4142960264886852,2.325719474865777,1.4495156348546046,0.4358464381006068,0.032487204736229305,0.005649149731349304,1.0274716095805454,0.45163738584390295,1.1385491603404567,0.4843052812036626
0.0001116986818467,0.2786633374620986,0.015884367658826917,0.0053745706959130194,25.17237878780972,1.810818623089971,0.41429602654840014,2.325719469313413,1.449515634832327,0.43584643816250235,0.0324872047173598,0.005649149542539038,1.0274716095773726,0.45163738620161903,1.1385491603369409,0.4843052814402242
0.0001137774133221,0.27866074338992025,0.01588436831723957,0.005374570696506243,25.172368204080712,1.8108186234178303,0.41429602661035797,2.3257194635524616,1.449515634809225,0.4358464382267232,0.032487204697781456,0.005649149349047685,1.0274716095740803,0.45163738656874824,1.138549160333293,0.48430528168566983
0.0001158948303439,0.27865806349858724,0.01588436900032382,0.00537457069696264,25.172357271411883,1.810818623758006,0.4142960266746431,2.325719457575088,1.4495156347852682,0.4358464382933557,0.03248720467746764,0.005649149150250222,1.0274716095706649,0.45163738694551486,1.1385491603295081,0.4843052819403316
0.0001180516528568,0.27865529512231846,0.01588436970900295,0.005374570697366219,25.172345979023426,1.8108186241109614,0.41429602674134275,2.325719451373161,1.4495156347604259,0.43584643836249143,0.03248720465639073,0.0056491489461188305,1.0274716095671208,0.45163738733214803,1.1385491603255808,0.48430528220455693
0.0001202486142037,0.27865243552066815,0.015884370444234717,0.00537457069770278,25.172334315836483,1.810818624477176,0.41429602681054767,2.3257194449382452,1.4495156347346647,0.43584643843422344,0.03248720463452205,0.005649148736508912,1.0274716095634437,0.4516373877288817,1.138549160321506,0.48430528247870336
0.000122486461375,0.2786494818768057,0.01588437120701266,0.005374570698222407,25.172322270466392,1.8108186248571483,0.414296026882352,2.325719438261588,1.4495156347079514,0.4358464385086502,0.03248720461183187,0.005649148521579951,1.0274716095596286,0.45163738813595405,1.1385491603172786,0.4843052827631449
0.000124765955263,0.2786464312957713,0.015884371998367407,0.005374570698601174,25.172309831215852,1.810818625251395,0.41429602695685336,2.325719431334107,1.4495156346802511,0.4358464385858725,0.03248720458828931,0.005649148300822041,1.02747160955567,0.4516373885536087,1.138549160312892,0.4843052830582675
0.0001270878709202,0.27864328080270945,0.015884372819368074,0.005374570699188908,25.17229698606799,1.8108186256604522,0.4142960270341529,2.325719424146379,1.4495156346515279,0.4358464386659953,0.03248720456386238,0.005649148074504739,1.0274716095515626,0.4516373889820939,1.1385491603083409,0.4843052833644719
0.0001294529978227,0.2786400273410789,0.01588437367112368,0.005374570699635476,25.172283722679406,1.8108186260848766,0.414296027114356,2.325719416688629,1.4495156346217435,0.435846438749127,0.03248720453851783,0.005649147842081838,1.027471609547301,0.4516373894216627,1.1385491603036184,0.4843052836821734
