Belle_II x,Belle_II y,DUNE x,DUNE y
0.00295440799888038,1.9314078661992727e-05,0.001,1.1368710933319994e-05
0.0029886528735503827,1.931675102746381e-05,0.0010115911122238297,1.1372684108438398e-05
0.0030232946844057766,1.931942376269297e-05,0.0010233165783302448,1.137665867211531e-05
0.003058338032378432,1.9322096867731432e-05,0.0010351779556301763,1.1380634624836046e-05
0.0030937875717301365,1.9324770342630336e-05,0.0010471768194855202,1.1384611967086038e-05
0.0031296480106707504,1.9327444187440816e-05,0.00105931476351837,1.1388590699350902e-05
0.0031659241119835206,1.933011840221413e-05,0.001071593399822671,1.1392570822116402e-05
0.00320262069365765,1.9332792987001425e-05,0.001084014359178331,1.1396552335868539e-05
0.0032397426295281955,1.9335467941853872e-05,0.0010965792912678099,1.1400535241093418e-05
0.003277294849923382,1.9338143266822735e-05,0.0011092898648952228,1.1404519538277335e-05
0.0033152823423194234,1.9340818961959162e-05,0.0011221477682079803,1.1408505227906735e-05
0.0033537101520029287,1.934349502731444e-05,0.001135154708920999,1.1412492310468298e-05
0.003392583382740992,1.9346171462939754e-05,0.0011483124145435111,1.1416480786448809e-05
0.0034319071974590427,1.93488482688863e-05,0.0011616226326085018,1.1420470656335246e-05
0.0034716868189265592,1.9351525445205397e-05,0.0011750871309048076,1.1424461920614732e-05
0.003511927530450728,1.9354202991948247e-05,0.0011887076977119032,1.1428454579774628e-05
0.0035526346765781393,1.935688090916607e-05,0.0012024861420374122,1.14324486343024e-05
0.003593813663804626,1.9359559196910198e-05,0.001216424293857368,1.1436444084685707e-05
0.0036354699612933176,1.936223785523186e-05,0.0012305240043592616,1.1440440931412354e-05
0.0036776091016010306,1.9364916884182303e-05,0.0012447871461879062,1.1444439174970385e-05
0.0037202366814130658,1.936759628381287e-05,0.001259215613694151,1.1448438815847945e-05
0.003763358362286533,1.937027605417478e-05,0.0012738113231864786,1.1452439854533376e-05
0.003806979871402284,1.937295619531941e-05,0.0012885762131855181,1.1456442291515165e-05
0.003851107002325569,1.9375636707298013e-05,0.001303512244681509,1.1460446127282039e-05
0.0038957456157755013,1.937831759016187e-05,0.0013186214013947485,1.1464451362322827e-05
0.003940901640403447,1.9380998843962372e-05,0.0013339056900390587,1.1468457997126551e-05
0.003986581073580439,1.9383680468750805e-05,0.0013493671405883064,1.1472466032182386e-05
0.004032789982193705,1.9386362464578463e-05,0.0013650078065460137,1.1476475467979738e-05
0.004079534503452449,1.9389044831496758e-05,0.0013808297652180923,1.148048630500812e-05
0.004126820845702952,1.9391727569556995e-05,0.0013968351179887398,1.1484498543757242e-05
0.004174655289253135,1.93944106788105e-05,0.0014130259905995337,1.1488512184716959e-05
0.0042230441872066725,1.9397094159308694e-05,0.001429404533431761,1.1492527228377363e-05
0.004271993966306777,1.939977801110288e-05,0.0014459729217920197,1.1496543675228652e-05
0.004321511127789762,1.9402462234244497e-05,0.00146273335620113,1.150056152576122e-05
0.004371602248248502,1.9405146828784897e-05,0.0014796880626863963,1.1504580780465609e-05
0.004422273980505897,1.9407831794775428e-05,0.0014968392930772556,1.1508601439832594e-05
0.004473533054498463,1.9410517132267555e-05,0.001514189325304352,1.1512623504353063e-05
0.004525386278170167,1.9413202841312647e-05,0.0015317404637020797,1.151664697451809e-05
0.004577840538376616,1.941588892196208e-05,0.0015494950393146315,1.1520671850818907e-05
0.004630902801799737,1.9418575374267338e-05,0.001567455410205595,1.1524698133746974e-05
0.004684580115873045,1.942126219827981e-05,0.001585623961771137,1.1528725823793865e-05
0.004738879609717651,1.9423949394050894e-05,0.00160400310705682,1.1532754921451344e-05
0.004793808495089107,1.9426636961632093e-05,0.0016225952870780871,1.1536785427211326e-05
0.004849374067335233,1.9429324901074787e-05,0.0016414029711444664,1.1540817341565961e-05
0.004905583706365045,1.9432013212430498e-05,0.0016604286571875295,1.154485066500751e-05
0.004962444877628913,1.9434701895750645e-05,0.0016796748720926532,1.1548885398028423e-05
0.005019965133110079,1.9437390951086666e-05,0.001699144172034626,1.1552921541121306e-05
0.0050781521123276704,1.94400803784901e-05,0.0017188391428171457,1.1556959094778996e-05
0.005137013543351339,1.9442770178012394e-05,0.0017387624002162504,1.1560998059494442e-05
0.005196557243827658,1.9445460349705e-05,0.0017589165903277326,1.1565038435760783e-05
