constraint x,constraint y
3.4161232685855283,1.0
0.001,1.0
0.001,3e-08
0.020012497989690372,1.0878499419725862e-08
0.020244465099768037,1.0906752558595356e-08
0.020479120966650853,1.0935079075219003e-08
0.020716496756020688,1.0963479160170136e-08
0.02095662399480433,1.0991953004517033e-08
0.02119953457536071,1.1020500799824209e-08
0.021445260759716676,1.10491227381537e-08
0.021693835183851845,1.1077819012066358e-08
0.021945290862033135,1.1106589814623143e-08
0.022199661191199548,1.1135435339386426e-08
0.02245697995539774,1.1164355780421288e-08
0.02271728133026905,1.1193351332296866e-08
0.02298059988758851,1.1222422190087506e-08
0.02324697059985648,1.1251568549374312e-08
0.023516428844943486,1.1280790606246299e-08
0.023789010410788933,1.1310088557301757e-08
0.024064751500154243,1.1339462599649573e-08
0.024343688735431104,1.1368912930910556e-08
0.024625859163505466,1.1398439749218764e-08
0.024911300260677886,1.1428043253222844e-08
0.025200049937640922,1.1457723642087362e-08
0.025492146544514233,1.1487481115494143e-08
0.02578762887593801,1.151731587364362e-08
0.02608653617622548,1.1547228117256174e-08
0.026388908144575104,1.1577218047573493e-08
0.02669478494034321,1.1607285866359955e-08
0.027004207188377725,1.1637431775903834e-08
0.02731721598441376,1.1667655979018895e-08
0.027633852900531698,1.1697958679045606e-08
0.027954159990678566,1.1728340079852539e-08
0.02827817979625341,1.1758800385837744e-08
0.02860595535175742,1.1789339801930125e-08
0.028937530190509504,1.1819958533590816e-08
0.02927294835042816,1.185065678681457e-08
0.029612254379880344,1.1881434768131135e-08
0.029955493343598132,1.191229268460665e-08
0.030302710828663964,1.1943230743845038e-08
0.030653952950565267,1.19742491539894e-08
0.031009266359319266,1.2005348123723418e-08
0.031368698245668764,1.2036527862272756e-08
0.03173229634734976,1.2067788579406513e-08
0.032100108955431715,1.2099130485438463e-08
0.03247218492073129,1.2130553791228724e-08
0.03284857366030044,1.2162058708185009e-08
0.033229325163989715,1.2193645448264087e-08
0.03361449000108765,1.2225314223973216e-08
0.03400411932703706,1.2257065248371561e-08
0.03439826489022924,1.2288898735071643e-08
0.034796979038876914,1.2320814898240761e-08
0.03520031472796679,1.2352813952602443e-08
0.035608325526292776,1.2384896113437885e-08
0.0360210656235707,1.2417061596587401e-08
0.03643858983763545,1.2449310618451877e-08
0.03686095362172158,1.2481643395994228e-08
0.037288213071828336,1.2514060146740896e-08
0.03772042493416997,1.2546561088783137e-08
0.03815764661271248,1.2579146440778763e-08
0.038599936176797675,1.2611816421953425e-08
0.0390473523688556,1.264457125210214e-08
0.03949995461220643,1.2677411151590764e-08
0.039957803018952694,1.271033634135748e-08
0.04042095839796308,1.2743347042914274e-08
0.040889482262948626,1.2776443478348445e-08
0.041363436840632754,1.2809625870324075e-08
0.041842885079015825,1.2842894442083549e-08
0.04232789065573551,1.2876249417449037e-08
0.042818517986524134,1.2909691020824017e-08
0.043314832233764006,1.2943219477194775e-08
0.043816899315141926,1.2976835012131968e-08
0.044324785912403984,1.3010537851791955e-08
