constraint x,constraint y
9.9769776423632,1.0
0.001,1.0
0.001,3e-08
0.0020197857568198785,2.9162848146824743e-08
0.0020431973201952705,2.9124329455305123e-08
0.0020668802496290823,2.9085861639803817e-08
0.00209083769055575,2.904744463312318e-08
0.0021150728248687948,2.9009078368154017e-08
0.0021395888713434215,2.897076277787608e-08
0.00216438908606402,2.893249779535754e-08
0.002189476762856621,2.889428335375507e-08
0.0022148552337263594,2.8856119386313333e-08
0.0022405278693000182,2.8818005826365458e-08
0.0022664980792736927,2.877994260733264e-08
0.002292769312865649,2.8741929662723697e-08
0.0023193450592744274,2.8703966926135583e-08
0.0023462288481422623,2.866605433125285e-08
0.002373424250023866,2.8628191811847746e-08
0.0024009348768606518,2.8590379301779686e-08
0.0024287643824604504,2.855261673499575e-08
0.00245691646298279,2.8514904045530165e-08
0.0024853948574297983,2.847724116750438e-08
0.0025142033481427967,2.8439628035126555e-08
0.002543345761304648,2.8402064582692052e-08
0.002572825967447932,2.8364550744582928e-08
0.0026026478819690044,2.8327086455267987e-08
0.00263281546564802,2.8289671649302306e-08
0.002663332725174981,2.8252306261327692e-08
0.0026942037136818823,2.8214990226072185e-08
0.0027254325312810277,2.817772347835013e-08
0.0027570233256095826,2.8140505953061678e-08
0.0027889802923804397,2.810333758519326e-08
0.002821307675939471,2.8066218309817174e-08
0.0028540097698292375,2.8029148062091188e-08
0.0028870909173592347,2.7992126777259e-08
0.002920555512182745,2.7955154390649746e-08
0.00295440799888038,2.791823083767808e-08
0.0029886528735503827,2.7881356053843662e-08
0.0030232946844057766,2.7844529974731645e-08
0.003058338032378432,2.780775253601216e-08
0.0030937875717301365,2.7771023673440402e-08
0.0031296480106707504,2.7734343322856136e-08
0.0031659241119835206,2.769771142018415e-08
0.00320262069365765,2.766112790143378e-08
0.0032397426295281955,2.7624592702698973e-08
0.003277294849923382,2.758810576015779e-08
0.0033152823423194234,2.7551667010072887e-08
0.0033537101520029287,2.7515276388791e-08
0.003392583382740992,2.7478933832743037e-08
0.0034319071974590427,2.744263927844359e-08
0.0034716868189265592,2.740639266249138e-08
0.003511927530450728,2.7370193921568874e-08
0.0035526346765781393,2.733404299244188e-08
0.003593813663804626,2.729793981196002e-08
0.0036354699612933176,2.7261884317056223e-08
0.0036776091016010306,2.7225876444746817e-08
0.0037202366814130658,2.7189916132131032e-08
0.003763358362286533,2.7154003316391466e-08
0.003806979871402284,2.7118137934793587e-08
0.003851107002325569,2.7082319924685827e-08
0.0038957456157755013,2.7046549223499075e-08
0.003940901640403447,2.7010825768747158e-08
0.003986581073580439,2.6975149498026325e-08
0.004032789982193705,2.693952034901536e-08
0.004079534503452449,2.690393825947507e-08
0.004126820845702952,2.686840316724875e-08
0.004174655289253135,2.6832915010261697e-08
0.0042230441872066725,2.6797473726521302e-08
0.004271993966306777,2.6762079254116542e-08
0.004321511127789762,2.6726731531218452e-08
0.004371602248248502,2.6691430496079743e-08
0.004422273980505897,2.6656176087034383e-08
0.004473533054498463,2.6620968242498082e-08
0.004525386278170167,2.6585806900967795e-08
0.004577840538376616,2.6550692001021805e-08
0.004630902801799737,2.651562348131924e-08
0.004684580115873045,2.648060128060053e-08
0.004738879609717651,2.6445625337686923e-08
0.004793808495089107,2.641069559148057e-08
0.004849374067335233,2.6375811980964027e-08
0.004905583706365045,2.634097444520074e-08
0.004962444877628913,2.630618292333454e-08
0.005019965133110079,2.6271437354589734e-08
0.0050781521123276704,2.6236737678270613e-08
0.005137013543351339,2.6202083833761925e-08
0.005196557243827658,2.6167475760528478e-08
0.005256791122018419,2.6132913398114755e-08
0.0053177231778509665,2.609839668614537e-08
0.0053793615039806975,2.606392556432458e-08
0.005441714286865887,2.6029499972436388e-08
0.005504789807854967,2.599511985034405e-08
0.005568596444286409,2.5960785137990516e-08
0.005633142670601352,2.5926495775397984e-08
0.005698437059469136,2.5892251702667956e-08
0.005764488282925874,2.5858052859980775e-08
0.005831305113526219,2.5823899187596067e-08
0.005898896425508494,2.5789790625852273e-08
0.00596727119597331,2.5755727115166734e-08
0.006036438506075864,2.5721708596035204e-08
0.0061064075422320365,2.5687735009032316e-08
0.006177187597338488,2.5653806294811088e-08
0.006248788072006888,2.5619922394103025e-08
0.0063212184758124484,2.560321313171316e-08
0.006394488428556943,2.5596005009536712e-08
0.006468607661546328,2.558879891667686e-08
0.006543586018883236,2.5581594852562282e-08
0.006619433458774394,2.557439281662183e-08
0.006696160054853222,2.5567192808284504e-08
0.006773775997517752,2.5559994826979465e-08
0.006852291595284064,2.5552798872136045e-08
0.006931717276155407,2.554560494318373e-08
0.007012063589007184,2.553841303955216e-08
0.007093341204987997,2.5531223160671152e-08
0.007175560918936928,2.5524035305970666e-08
0.007258733650817253,2.5516849474880834e-08
0.007342870447166765,2.5509665666831946e-08
0.007427982482564918,2.5502483881254452e-08
0.00751408106111697,2.5495304117578958e-08
0.00760117761795533,2.5488126375236234e-08
0.007689283720758313,2.5480950653657217e-08
0.00777841107128649,2.5473776952272988e-08
0.007868571506936851,2.5466605270514807e-08
0.007959777002314986,2.5459435607814077e-08
0.008052039670825477,2.545226796360237e-08
0.008145371766280746,2.5445102337311423e-08
0.00823978568452852,2.543793872837312e-08
0.008335293965098196,2.5430777136219517e-08
0.00843190929286626,2.542361756028282e-08
0.008529644499741026,2.5416459999995403e-08
