Belle_II x,Belle_II y,DUNE x,DUNE y
0.0029886528735503827,1.940481701299175e-05,0.00245691646298279,1.0517226653095067e-06
0.0030232946844057766,1.9402936236153218e-05,0.0024853948574297983,1.0639018575281775e-06
0.003058338032378432,1.9401055641605546e-05,0.0025142033481427967,1.0762220876154731e-06
0.0030937875717301365,1.9399175229331142e-05,0.002543345761304648,1.0886849888226016e-06
0.0031296480106707504,1.93972949993123e-05,0.002572825967447932,1.1012922133141933e-06
0.0031659241119835206,1.9395414951531353e-05,0.0026026478819690044,1.1140454323873334e-06
0.00320262069365765,1.939353508597061e-05,0.00263281546564802,1.1269463366931155e-06
0.0032397426295281955,1.9391655402612476e-05,0.002663332725174981,1.1399966364607575e-06
0.003277294849923382,1.9389775901439253e-05,0.0026942037136818823,1.153198061724335e-06
0.0033152823423194234,1.9387896582433255e-05,0.0027254325312810277,1.1665523625521187e-06
0.0033537101520029287,1.9386017445576888e-05,0.0027570233256095826,1.1800613092785695e-06
0.003392583382740992,1.938413849085247e-05,0.0027889802923804397,1.1937266927390379e-06
0.0034319071974590427,1.9382259718242343e-05,0.002821307675939471,1.2075503245071626e-06
0.0034716868189265592,1.9380381127728824e-05,0.0028540097698292375,1.221534037135019e-06
0.003511927530450728,1.937850271929433e-05,0.0028870909173592347,1.235679684396066e-06
0.0035526346765781393,1.9376624492921184e-05,0.002920555512182745,1.2499891415308872e-06
0.003593813663804626,1.9374746448591734e-05,0.00295440799888038,1.2644643054957889e-06
0.0036354699612933176,1.9372868586288306e-05,0.0029886528735503827,1.2791070952142642e-06
0.0036776091016010306,1.9370990905993322e-05,0.0030232946844057766,1.2939194518313918e-06
0.0037202366814130658,1.936911340768911e-05,0.003058338032378432,1.3089033389711605e-06
0.003763358362286533,1.9367236091357994e-05,0.0030937875717301365,1.3240607429967728e-06
0.003806979871402284,1.936535895698241e-05,0.0031296480106707504,1.3393936732739845e-06
0.003851107002325569,1.936348200454468e-05,0.0031659241119835206,1.3549041624374728e-06
0.0038957456157755013,1.9361605234027178e-05,0.00320262069365765,1.3705942666602882e-06
0.003940901640403447,1.9359728645412235e-05,0.0032397426295281955,1.386466065926449e-06
0.003986581073580439,1.9357852238682285e-05,0.003277294849923382,1.4025216643066703e-06
0.004032789982193705,1.935597601381967e-05,0.0033152823423194234,1.4187631902372867e-06
0.004079534503452449,1.935409997080676e-05,0.0033537101520029287,1.4351927968024258e-06
0.004126820845702952,1.9352224109625897e-05,0.003392583382740992,1.451812662019429e-06
0.004174655289253135,1.9350348430259525e-05,0.0034319071974590427,1.4686249891275754e-06
0.0042230441872066725,1.9348472932689987e-05,0.0034716868189265592,1.4856320068801732e-06
0.004271993966306777,1.9346597616899632e-05,0.003511927530450728,1.5028359698400108e-06
0.004321511127789762,1.9344722482870903e-05,0.0035526346765781393,1.5202391586782278e-06
0.004371602248248502,1.9342847530586154e-05,0.003593813663804626,1.5378438804766727e-06
0.004422273980505897,1.934097276002777e-05,0.0036354699612933176,1.5556524690337333e-06
0.004473533054498463,1.9339098171178098e-05,0.0036776091016010306,1.573667285173727e-06
0.004525386278170167,1.93372237640196e-05,0.0037202366814130658,1.5918907170598552e-06
0.004577840538376616,1.9335349538534632e-05,0.003763358362286533,1.610325180510811e-06
0.004630902801799737,1.9333475494705583e-05,0.003806979871402284,1.628973119321028e-06
0.004684580115873045,1.9331601632514812e-05,0.003851107002325569,1.6478370055846376e-06
0.004738879609717651,1.9329727951944784e-05,0.0038957456157755013,1.6669193400232023e-06
0.004793808495089107,1.932785445297786e-05,0.003940901640403447,1.6862226523172196e-06
0.004849374067335233,1.9325981135596404e-05,0.003986581073580439,1.7057495014414657e-06
0.004905583706365045,1.932410799978289e-05,0.004032789982193705,1.7255024760042457e-06
0.004962444877628913,1.9322235045519678e-05,0.004079534503452449,1.7454841945905492e-06
0.005019965133110079,1.9320362272789175e-05,0.004126820845702952,1.7656973061091777e-06
0.0050781521123276704,1.9318489681573753e-05,0.004174655289253135,1.78614449014392e-06
0.005137013543351339,1.9316617271855886e-05,0.0042230441872066725,1.8068284573087662e-06
0.005196557243827658,1.9314745043617948e-05,0.004271993966306777,1.8277519496072345e-06
0.005256791122018419,1.931287299684235e-05,0.004321511127789762,1.84891774079589e-06
0.0053177231778509665,1.9311001131511472e-05,0.004371602248248502,1.8703286367520374e-06
0.0053793615039806975,1.9309129447607795e-05,0.004422273980505897,1.891987475845695e-06
0.005441714286865887,1.9307257945113697e-05,0.004473533054498463,1.9138971293158536e-06
0.005504789807854967,1.9305386624011566e-05,0.004525386278170167,1.9360605016511267e-06
0.005568596444286409,1.9303515484283885e-05,0.004577840538376616,1.9584805309747793e-06
0.005633142670601352,1.9301644525913042e-05,0.004630902801799737,1.9811601894342146e-06
0.005698437059469136,1.929977374888146e-05,0.004684580115873045,2.004102483595002e-06
0.005764488282925874,1.9297903153171528e-05,0.004738879609717651,2.0273104548394364e-06
0.005831305113526219,1.9296032738765742e-05,0.004793808495089107,2.050787179769715e-06
0.005898896425508494,1.9294162505646494e-05,0.004849374067335233,2.0745357706158113e-06
0.00596727119597331,1.929229245379621e-05,0.004905583706365045,2.098559375648044e-06
0.006036438506075864,1.9290422583197293e-05,0.004962444877628913,2.12286117959442e-06
0.0061064075422320365,1.9288552893832238e-05,0.005019965133110079,2.147444404062846e-06
0.006177187597338488,1.9286683385683452e-05,0.0050781521123276704,2.1723123079681957e-06
0.006248788072006888,1.9284814058733326e-05,0.005137013543351339,2.1974681879643195e-06
0.0063212184758124484,1.9282944912964377e-05,0.005196557243827658,2.222915378881096e-06
0.006394488428556943,1.9281075948359005e-05,0.005256791122018419,2.2486572541665063e-06
0.006468607661546328,1.9279207164899648e-05,0.0053177231778509665,2.27469722633383e-06
0.006543586018883236,1.9277338562568722e-05,0.0053793615039806975,2.3010387474140557e-06
0.006619433458774394,1.9275470141348735e-05,0.005441714286865887,2.3276853094134763e-06
0.006696160054853222,1.9273601901222098e-05,0.005504789807854967,2.354640444776638e-06
0.006773775997517752,1.9271733842171226e-05,0.005568596444286409,2.381907726854615e-06
0.006852291595284064,1.926986596417864e-05,0.005633142670601352,2.4094907703787014e-06
0.006931717276155407,1.9267998267226756e-05,0.005698437059469136,2.43739323193963e-06
0.007012063589007184,1.926613075129802e-05,0.005764488282925874,2.465618810472302e-06
0.007093341204987997,1.926426341637486e-05,0.005831305113526219,2.4941712477461303e-06
0.007175560918936928,1.9262396262439802e-05,0.005898896425508494,2.523054328861096e-06
0.007258733650817253,1.9260529289475264e-05,0.00596727119597331,2.5522718827495123e-06
0.007342870447166765,1.925866249746371e-05,0.006036438506075864,2.5818277826836193e-06
0.007427982482564918,1.9256795886387563e-05,0.0061064075422320365,2.611725946789035e-06
0.00751408106111697,1.9254929456229357e-05,0.006177187597338488,2.641970338564193e-06
0.00760117761795533,1.9253063206971527e-05,0.006248788072006888,2.6725649674057577e-06
0.007689283720758313,1.9251197138596496e-05,0.0063212184758124484,2.703513889140122e-06
0.00777841107128649,1.924933125108681e-05,0.006394488428556943,2.7348212065611073e-06
0.007868571506936851,1.9247465544424897e-05,0.006468607661546328,2.766491069973819e-06
0.007959777002314986,1.9245600018593235e-05,0.006543586018883236,2.7985276777448777e-06
0.008052039670825477,1.924373467357426e-05,0.006619433458774394,2.830935276858942e-06
0.008145371766280746,1.9241869509350515e-05,0.006696160054853222,2.8637181634817527e-06
0.00823978568452852,1.9240004525904444e-05,0.006773775997517752,2.8968806835296447e-06
0.008335293965098196,1.9238139723218524e-05,0.006852291595284064,2.9304272332456573e-06
0.00843190929286626,1.9236275101275202e-05,0.006931717276155407,2.9643622597823573e-06
0.008529644499741026,1.923441066005703e-05,0.007012063589007184,2.998690261791364e-06
0.008628512566366896,1.9232546399546453e-05,0.007093341204987997,3.033415790019732e-06
0.00872852662384838,1.9230682319725924e-05,0.007175560918936928,3.0685434479132033e-06
0.008829699955494092,1.9228818420577998e-05,0.007258733650817253,3.104077892226505e-06
0.00893204599858097,1.9226954702085134e-05,0.007342870447166765,3.1400238336406648e-06
0.00903557834613893,1.9225091164229814e-05,0.007427982482564918,3.1763860373874704e-06
0.009140310748756233,1.9223227806994506e-05,0.00751408106111697,3.2131693238812156e-06
0.009246257116405743,1.922136463036176e-05,0.00760117761795533,3.250378569357708e-06
0.009353431520292386,1.921950163431405e-05,0.007689283720758313,3.28801870652068e-06
0.009461848194722003,1.9217638818833863e-05,0.00777841107128649,3.326094725195733e-06
0.009571521538991866,1.9215776183903668e-05,0.007868571506936851,3.3646116729918056e-06
0.009682466119303124,1.9213913729506033e-05,0.007959777002314986,3.4035746559703e-06
0.009794696670695395,1.9212051455623428e-05,0.008052039670825477,3.442988839322011e-06
0.009908228099003798,1.921018936223832e-05,0.008145371766280746,3.48285944805184e-06
0.010023075482838654,1.9208327449333283e-05,0.00823978568452852,3.5231917676714374e-06
0.010139254075588154,1.9206465716890794e-05,0.008335293965098196,3.5639911448999214e-06
0.010256779307444218,1.9204604164893357e-05,0.00843190929286626,3.605262988372659e-06
0.01037566678745186,1.9202742793323452e-05,0.008529644499741026,3.6470127693582467e-06
0.010495932305582278,1.920088160216366e-05,0.008628512566366896,3.6892460224838604e-06
0.010617591834830001,1.9199020591396454e-05,0.00872852662384838,3.7319683464689346e-06
0.010740661533334334,1.919715976100436e-05,0.008829699955494092,3.775185404867378e-06
0.010865157746525383,1.9195299110969854e-05,0.00893204599858097,3.818902926818348e-06
0.010991097009294973,1.9193438641275528e-05,0.00903557834613893,3.86312670780578e-06
0.01111849604819271,1.9191578351903864e-05,0.009140310748756233,3.907862610426657e-06
0.01124737178364752,1.9189718242837356e-05,0.009246257116405743,3.9531165651681735e-06
0.011377741332214914,1.9187858314058592e-05,0.009353431520292386,3.998894571193961e-06
0.011509622008850324,1.9185998565550062e-05,0.009461848194722003,4.045202697139355e-06
0.011643031329208768,1.91841389972943e-05,0.009571521538991866,4.092047081915876e-06
0.011777987011971193,1.91822796092738e-05,0.009682466119303124,4.139433935525081e-06
0.01191450698119776,1.918042040147116e-05,0.009794696670695395,4.187369539881788e-06
0.012052609368708425,1.9178561373868874e-05,0.009908228099003798,4.2358602496468194e-06
0.012192312516491107,1.917670252644948e-05,0.010023075482838654,4.284912493069465e-06
0.01233363497913776,1.9174843859195486e-05,0.010139254075588154,4.334532772839635e-06
0.012476595526308698,1.9172985372089488e-05,0.010256779307444218,4.384727666949868e-06
0.012621213145225473,1.9171127065113995e-05,0.01037566678745186,4.4355038295674066e-06
0.012767507043192657,1.9169268938251516e-05,0.010495932305582278,4.486867991916293e-06
0.01291549665014884,1.9167410991484665e-05,0.010617591834830001,4.538826963169679e-06
0.013065201621247212,1.9165553224795944e-05,0.010740661533334334,4.591387631352542e-06
0.013216641839466052,1.9163695638167904e-05,0.010865157746525383,4.644556964254781e-06
0.013369837418249465,1.916183823158306e-05,0.010991097009294973,4.698342010354921e-06
0.013524808704178755,1.9159981005024028e-05,0.01111849604819271,4.752749899754481e-06
0.013681576279674718,1.9158123958473323e-05,0.01124737178364752,4.8077878451232295e-06
0.013840160965731315,1.9156267091913505e-05,0.011377741332214914,4.8634631426553244e-06
0.014000583824680975,1.9154410405327086e-05,0.011509622008850324,4.919783173036517e-06
0.014162866162991988,1.9152553898696697e-05,0.011643031329208768,4.976755402422637e-06
0.014327029534098309,1.915069757200486e-05,0.011777987011971193,5.034387383429328e-06
0.014493095741262165,1.91488414252341e-05,0.01191450698119776,5.092686756133247e-06
0.014661086840469845,1.914698545836705e-05,0.012052609368708425,5.151661249084936e-06
0.014831025143361045,1.9145129671386232e-05,0.012192312516491107,5.2113186803333434e-06
0.015002933220192183,1.9143274064274214e-05,0.01233363497913776,5.2716669584622094e-06
0.015176833902834053,1.9141418637013532e-05,0.012476595526308698,5.332714083638534e-06
0.015352750287804227,1.913956338958682e-05,0.012621213145225473,5.394468148673107e-06
0.015530705739334601,1.9137708321976613e-05,0.012767507043192657,5.456937340093312e-06
0.015710723892474503,1.9135853434165486e-05,0.01291549665014884,5.5201299392284475e-06
0.01589282865622978,1.9133998726135973e-05,0.013065201621247212,5.584054323307513e-06
0.016077044216738237,1.913214419787072e-05,0.013216641839466052,5.648718966569774e-06
0.016263395040481923,1.913028984935227e-05,0.013369837418249465,5.7141324413881184e-06
0.016451905877536626,1.9128435680563167e-05,0.013524808704178755,5.780303419405541e-06
0.016642601764859037,1.912658169148606e-05,0.013681576279674718,5.84724067268463e-06
0.016835508029612024,1.912472788210349e-05,0.013840160965731315,5.914953074870524e-06
0.017030650292528444,1.912287425239805e-05,0.014000583824680975,5.983449602367215e-06
0.01722805447131394,1.9121020802352288e-05,0.014162866162991988,6.0527393355275505e-06
0.01742774678408919,1.9119167531948856e-05,0.014327029534098309,6.1228314598569305e-06
0.017629753752872058,1.911731444117031e-05,0.014493095741262165,6.193735267231071e-06
0.01783410220710008,1.9115461529999208e-05,0.014661086840469845,6.265460157127764e-06
0.018040819287193827,1.9113608798418207e-05,0.014831025143361045,6.338015637872896e-06
0.018249932448161525,1.911175624640987e-05,0.015002933220192183,6.411411327901008e-06
0.018461469463245474,1.9109903873956787e-05,0.015176833902834053,6.485656957030341e-06
0.018675458427610758,1.9108051681041524e-05,0.015352750287804227,6.560762367752651e-06
0.018891927762076665,1.9106199667646752e-05,0.015530705739334601,6.6367375165380655e-06
0.01911090621689138,1.910434783375503e-05,0.015710723892474503,6.713592475154943e-06
0.019332422875550453,1.9102496179348962e-05,0.01589282865622978,6.7913374320050195e-06
0.019556507158659493,1.910064470441112e-05,0.016077044216738237,6.869982693474119e-06
